Velocity,Voltage,Current,Q,T1,T2,T3,T4,T5,T6,Ts,Ta,A,h
3,140,1.2,168,41,96,98,109,118,55,86.17,23,0.000530929,50.08456242
3,140,1.2,168,41,97,99,109,119,55,86.67,23,0.000530929,49.69124875
3,140,1.2,168,41,98,100,110,121,55,87.5,23,0.000530929,49.05181098
3,140,1.2,168,41,99,101,112,122,56,88.5,23,0.000530929,48.30292837
3,140,1.2,168,42,100,102,113,123,56,89.33,23,0.000530929,47.69850457
3,140,1.2,168,42,101,103,114,124,56,90,23,0.000530929,47.22151952
3,140,1.2,168,42,102,104,115,127,58,91.33,23,0.000530929,46.30238267
3,140,1.2,168,43,105,106,117,128,59,93,23,0.000530929,45.19774011
3,140,1.2,168,43,106,108,119,130,59,94.17,23,0.000530929,44.45471137
3,140,1.2,168,43,107,109,120,130,59,94.67,23,0.000530929,44.14457664
3,140,1.2,168,43,108,110,121,131,59,95.33,23,0.000530929,43.74176425
3,140,1.2,168,43,109,111,122,133,60,96.33,23,0.000530929,43.14525853
3,140,1.2,168,43,110,112,123,134,60,97,23,0.000530929,42.75461903
3,140,1.2,168,43,111,112,124,134,60,97.33,23,0.000530929,42.56480301
3,140,1.2,168,44,112,115,125,137,61,99,23,0.000530929,41.62949747
3,140,1.2,168,44,113,115,127,138,61,99.67,23,0.000530929,41.26570768
3,140,1.2,168,44,114,116,128,139,62,100.5,23,0.000530929,40.82376526
3,140,1.2,168,44,115,118,129,140,62,101.33,23,0.000530929,40.39118866
3,140,1.2,168,44,116,118,130,141,62,101.83,23,0.000530929,40.13499693
3,140,1.2,168,44,117,119,130,141,63,102.33,23,0.000530929,39.88203464
3,140,1.2,168,45,118,121,132,143,63,103.67,23,0.000530929,39.21955879
3,140,1.2,168,45,118,121,133,145,64,104.33,23,0.000530929,38.90128867
3,160,1.3,208,41,94,95,107,116,54,84.5,23,0.000530929,63.6932923
3,160,1.3,208,41,97,98,109,119,55,86.5,23,0.000530929,61.68720435
3,160,1.3,208,41,99,100,111,124,56,88.5,23,0.000530929,59.80362559
3,160,1.3,208,42,103,102,113,127,57,90.67,23,0.000530929,57.88587966
3,160,1.3,208,42,106,105,116,128,57,92.33,23,0.000530929,56.49989148
3,160,1.3,208,42,108,107,118,130,58,93.83,23,0.000530929,55.30336688
3,160,1.3,208,43,112,111,123,136,59,97.33,23,0.000530929,52.69927992
3,160,1.3,208,43,115,113,124,138,60,98.83,23,0.000530929,51.65683076
3,160,1.3,208,44,118,116,128,142,61,101.5,23,0.000530929,49.89984046
3,160,1.3,208,44,120,118,130,143,61,102.67,23,0.000530929,49.16703246
3,160,1.3,208,44,121,120,131,145,62,103.83,23,0.000530929,48.46143111
3,160,1.3,208,44,122,123,133,148,63,105.5,23,0.000530929,47.48045426
3,160,1.3,208,44,125,123,136,149,64,106.83,23,0.000530929,46.72715587
3,160,1.3,208,45,126,125,137,151,64,108,23,0.000530929,46.08397031
3,160,1.3,208,46,128,129,139,153,65,110,23,0.000530929,45.02456869
3,160,1.3,208,45,130,129,141,155,66,111,23,0.000530929,44.51292587
3,160,1.3,208,45,131,131,143,157,67,112.33,23,0.000530929,43.85019004
3,160,1.3,208,46,133,133,146,159,67,114,23,0.000530929,43.04546677
3,160,1.3,208,46,135,134,147,162,67,115.17,23,0.000530929,42.49905041
3,160,1.3,208,46,135,136,148,164,68,116.17,23,0.000530929,42.04290519
3,160,1.3,208,47,137,137,150,165,69,117.5,23,0.000530929,41.45119023
3,160,1.3,208,47,138,139,152,165,69,118.33,23,0.000530929,41.09029137
3,160,1.3,208,47,139,140,153,167,70,119.33,23,0.000530929,40.66373379
3,160,1.3,208,48,141,143,157,170,71,121.67,23,0.000530929,39.69937647
3,160,1.3,208,47,143,145,158,172,72,122.83,23,0.000530929,39.2380795
3,180,1.45,261,41,103,102,112,120,53,88.5,23,0.000530929,75.04204942
3,180,1.45,261,41,104,103,116,132,57,92.17,23,0.000530929,71.06049208
3,180,1.45,261,42,111,109,124,140,59,97.5,23,0.000530929,65.97656694
3,180,1.45,261,43,119,116,129,145,60,102,23,0.000530929,62.21840807
3,180,1.45,261,43,123,121,133,152,62,105.67,23,0.000530929,59.45632318
3,180,1.45,261,44,128,124,137,154,63,108.33,23,0.000530929,57.60288571
3,180,1.45,261,44,132,131,141,156,63,111.17,23,0.000530929,55.74746782
3,180,1.45,261,46,137,133,148,165,67,116,23,0.000530929,52.8521961
3,180,1.45,261,46,140,137,150,166,68,117.83,23,0.000530929,51.83227077
3,180,1.45,261,46,142,139,152,170,68,119.5,23,0.000530929,50.93527707
3,180,1.45,261,46,144,141,156,174,69,121.67,23,0.000530929,49.81508298
3,180,1.45,261,47,146,144,158,177,71,123.83,23,0.000530929,48.74793452
3,180,1.45,261,47,148,146,159,179,71,125,23,0.000530929,48.18876703
3,180,1.45,261,48,151,148,162,179,71,126.5,23,0.000530929,47.4903791
3,180,1.45,261,48,151,149,163,181,72,127.33,23,0.000530929,47.11256817
3,180,1.45,261,48,153,151,167,186,74,129.83,23,0.000530929,46.01005558
3,180,1.45,261,48,156,154,169,186,74,131.17,23,0.000530929,45.44008724
3,180,1.45,261,49,157,156,171,188,75,132.67,23,0.000530929,44.81858519
3,180,1.45,261,49,158,157,172,189,75,133.33,23,0.000530929,44.550478
3,180,1.45,261,49,159,159,173,192,77,134.83,23,0.000530929,43.95291279
3,180,1.45,261,49,160,160,175,192,77,135.5,23,0.000530929,43.69114878
3,180,1.45,261,49,161,161,176,195,78,136.67,23,0.000530929,43.24143782
3,180,1.45,261,50,163,163,178,196,78,138,23,0.000530929,42.74134119
3,180,1.45,261,50,164,164,179,196,78,138.5,23,0.000530929,42.55631374
3,180,1.45,261,50,165,166,181,198,79,139.83,23,0.000530929,42.07185002
3,200,1.6,320,40,90,97,111,121,52,85.17,23,0.000530929,96.93365527
3,200,1.6,320,40,96,101,114,126,52,88.17,23,0.000530929,92.47146461
3,200,1.6,320,40,100,103,117,130,53,90.5,23,0.000530929,89.27948664
3,200,1.6,320,41,106,107,122,142,55,95.5,23,0.000530929,83.12228067
3,200,1.6,320,41,118,116,129,151,56,101.83,23,0.000530929,76.4476132
3,200,1.6,320,42,120,118,132,155,57,104,23,0.000530929,74.3995722
3,200,1.6,320,42,124,121,135,159,58,106.5,23,0.000530929,72.1720401
3,200,1.6,320,42,127,123,137,160,58,107.83,23,0.000530929,71.04049686
3,200,1.6,320,42,129,125,139,162,58,109.17,23,0.000530929,69.93577055
3,200,1.6,320,42,131,127,141,164,59,110.67,23,0.000530929,68.7391964
3,200,1.6,320,43,133,129,144,166,60,112.5,23,0.000530929,67.33369104
3,200,1.6,320,43,136,131,145,170,60,114.17,23,0.000530929,66.10031094
3,200,1.6,320,43,138,134,148,172,61,116,23,0.000530929,64.7996274
3,200,1.6,320,43,140,132,150,175,62,117,23,0.000530929,64.11026966
3,200,1.6,320,44,142,137,152,176,62,118.83,23,0.000530929,62.88599967
3,200,1.6,320,44,144,139,154,180,63,120.67,23,0.000530929,61.70129363
3,200,1.6,320,44,146,141,156,180,63,121.67,23,0.000530929,61.0759638
3,200,1.6,320,44,147,143,157,181,67,123.17,23,0.000530929,60.16137914
3,200,1.6,320,45,151,146,161,184,65,125.33,23,0.000530929,58.89148195
3,200,1.6,320,45,151,148,162,187,65,126.33,23,0.000530929,58.321546
3,200,1.6,320,45,153,149,164,189,65,127.5,23,0.000530929,57.66856793
3,200,1.6,320,45,154,150,166,192,66,128.83,23,0.000530929,56.94382829
3,200,1.6,320,45,156,152,168,192,67,130,23,0.000530929,56.32117148
3,200,1.6,320,46,157,154,169,194,67,131.17,23,0.000530929,55.71198436
3,200,1.6,320,46,158,165,170,196,68,133.83,23,0.000530929,54.37485652
3.5,60,0.65,39,37,46,50,52,52,41,46.33,23,0.000530929,31.48149494
3.5,60,0.65,39,38,48,50,53,54,40,47.17,23,0.000530929,30.3873925
3.5,60,0.65,39,37,48,51,53,56,40,47.5,23,0.000530929,29.97809293
3.5,60,0.65,39,37,49,51,54,55,40,47.67,23,0.000530929,29.77151507
3.5,60,0.65,39,37,50,52,54,56,42,48.5,23,0.000530929,28.80248144
3.5,60,0.65,39,38,51,52,55,57,40,48.83,23,0.000530929,28.43450549
3.5,60,0.65,39,37,51,53,55,57,40,48.83,23,0.000530929,28.43450549
3.5,60,0.65,39,37,52,54,56,58,40,49.5,23,0.000530929,27.71559535
3.5,60,0.65,39,37,52,54,56,58,40,49.5,23,0.000530929,27.71559535
3.5,60,0.65,39,37,53,54,56,59,41,50,23,0.000530929,27.20234359
3.5,60,0.65,39,38,54,57,58,61,41,51.5,23,0.000530929,25.77064129
3.5,60,0.65,39,38,55,55,58,61,41,51.33,23,0.000530929,25.92528333
3.5,60,0.65,39,38,55,56,58,61,41,51.5,23,0.000530929,25.77064129
3.5,60,0.65,39,38,55,56,59,62,41,51.83,23,0.000530929,25.47565997
3.5,60,0.65,39,38,55,56,59,62,41,51.83,23,0.000530929,25.47565997
3.5,60,0.65,39,38,56,57,59,62,41,52.17,23,0.000530929,25.17872049
3.5,60,0.65,39,38,56,57,59,62,41,52.17,23,0.000530929,25.17872049
3.5,60,0.65,39,38,56,57,60,65,42,53,23,0.000530929,24.48210923
3.5,60,0.65,39,38,56,57,60,63,42,52.67,23,0.000530929,24.75440771
3.5,60,0.65,39,38,56,57,60,63,42,52.67,23,0.000530929,24.75440771
3.5,60,0.65,39,38,57,59,62,65,42,53.83,23,0.000530929,23.82300606
3.5,60,0.65,39,38,57,59,62,64,42,53.67,23,0.000530929,23.9472865
3.5,60,0.65,39,38,57,59,62,65,42,53.83,23,0.000530929,23.82300606
3.5,60,0.65,39,38,57,59,62,64,42,53.67,23,0.000530929,23.9472865
3.5,60,0.65,39,38,57,59,62,65,42,53.83,23,0.000530929,23.82300606
3.5,80,0.8,64,37,78,74,79,87,45,66.67,23,0.000530929,27.59956651
3.5,80,0.8,64,37,76,74,78,85,46,66,23,0.000530929,28.02960627
3.5,80,0.8,64,38,76,74,78,85,46,66.17,23,0.000530929,27.91922793
3.5,80,0.8,64,38,74,74,78,84,46,65.67,23,0.000530929,28.24638082
3.5,80,0.8,64,38,73,74,79,83,47,65.67,23,0.000530929,28.24638082
3.5,80,0.8,64,38,73,74,81,84,47,66.17,23,0.000530929,27.91922793
3.5,80,0.8,64,38,73,74,79,84,46,65.67,23,0.000530929,28.24638082
3.5,80,0.8,64,38,73,74,79,83,46,65.5,23,0.000530929,28.35936635
3.5,80,0.8,64,38,72,74,79,83,46,65.33,23,0.000530929,28.47325938
3.5,80,0.8,64,38,72,74,79,84,46,65.5,23,0.000530929,28.35936635
3.5,80,0.8,64,38,72,74,80,83,46,65.5,23,0.000530929,28.35936635
3.5,80,0.8,64,38,72,74,79,83,46,65.33,23,0.000530929,28.47325938
3.5,80,0.8,64,38,72,74,81,84,47,66,23,0.000530929,28.02960627
3.5,80,0.8,64,38,72,74,79,83,47,65.5,23,0.000530929,28.35936635
3.5,80,0.8,64,39,72,75,79,84,47,66,23,0.000530929,28.02960627
3.5,80,0.8,64,39,73,75,81,84,47,66.5,23,0.000530929,27.70742689
3.5,80,0.8,64,38,72,75,80,84,47,66,23,0.000530929,28.02960627
3.5,80,0.8,64,38,72,75,80,86,47,66.33,23,0.000530929,27.81613362
3.5,80,0.8,64,39,72,75,81,84,47,66.33,23,0.000530929,27.81613362
3.5,80,0.8,64,39,73,75,80,84,47,66.33,23,0.000530929,27.81613362
3.5,80,0.8,64,39,72,75,80,85,47,66.33,23,0.000530929,27.81613362
3.5,80,0.8,64,39,73,75,80,85,48,66.67,23,0.000530929,27.59956651
3.5,80,0.8,64,38,73,75,80,85,48,66.5,23,0.000530929,27.70742689
3.5,80,0.8,64,39,73,75,80,85,47,66.5,23,0.000530929,27.70742689
3.5,80,0.8,64,39,73,76,80,85,47,66.67,23,0.000530929,27.59956651
3.5,100,1,100,40,81,82,88,94,49,72.33,23,0.000530929,38.17634647
3.5,100,1,100,40,81,83,89,95,49,72.83,23,0.000530929,37.79328058
3.5,100,1,100,40,81,83,89,95,49,72.83,23,0.000530929,37.79328058
3.5,100,1,100,40,81,83,90,96,49,73.17,23,0.000530929,37.53715709
3.5,100,1,100,40,81,84,90,97,50,73.67,23,0.000530929,37.16674899
3.5,100,1,100,39,83,84,92,101,50,74.83,23,0.000530929,36.33492517
3.5,100,1,100,40,85,85,97,100,49,76,23,0.000530929,35.53281455
3.5,100,1,100,40,85,85,92,101,50,75.5,23,0.000530929,35.87122231
3.5,100,1,100,40,85,85,92,99,49,75,23,0.000530929,36.21613791
3.5,100,1,100,40,84,86,92,100,51,75.5,23,0.000530929,35.87122231
3.5,100,1,100,41,84,86,92,98,49,75,23,0.000530929,36.21613791
3.5,100,1,100,40,84,85,92,98,49,74.67,23,0.000530929,36.44743897
3.5,100,1,100,40,83,86,92,98,49,74.67,23,0.000530929,36.44743897
3.5,100,1,100,40,83,85,92,98,50,74.67,23,0.000530929,36.44743897
3.5,100,1,100,40,83,86,92,98,50,74.83,23,0.000530929,36.33492517
3.5,100,1,100,40,83,86,92,98,49,74.67,23,0.000530929,36.44743897
3.5,100,1,100,40,83,86,94,98,50,75.17,23,0.000530929,36.09812481
3.5,100,1,100,40,83,86,92,98,51,75,23,0.000530929,36.21613791
3.5,100,1,100,40,83,86,93,99,50,75.17,23,0.000530929,36.09812481
3.5,100,1,100,40,83,86,92,98,51,75,23,0.000530929,36.21613791
3.5,100,1,100,41,83,86,93,98,50,75.17,23,0.000530929,36.09812481
3.5,100,1,100,40,83,86,93,99,51,75.33,23,0.000530929,35.98775409
3.5,100,1,100,41,83,87,93,98,50,75.33,23,0.000530929,35.98775409
3.5,100,1,100,40,83,86,93,98,50,75,23,0.000530929,36.21613791
3.5,100,1,100,40,83,87,93,98,50,75.17,23,0.000530929,36.09812481
3.5,120,1.1,132,40,84,87,94,100,50,75.83,23,0.000530929,47.05424392
3.5,120,1.1,132,40,84,88,95,102,50,76.5,23,0.000530929,46.46496647
3.5,120,1.1,132,40,85,88,96,102,50,76.83,23,0.000530929,46.18011715
3.5,120,1.1,132,40,86,89,97,105,51,78,23,0.000530929,45.19774011
3.5,120,1.1,132,40,88,90,98,105,51,78.67,23,0.000530929,44.65377593
3.5,120,1.1,132,40,89,89,98,106,51,78.83,23,0.000530929,44.52580523
3.5,120,1.1,132,40,90,92,100,108,51,80.17,23,0.000530929,43.48217083
3.5,120,1.1,132,40,91,93,100,109,52,80.83,23,0.000530929,42.98591918
3.5,120,1.1,132,41,91,94,102,112,52,82,23,0.000530929,42.13348655
3.5,120,1.1,132,41,93,95,102,111,52,82.33,23,0.000530929,41.89913545
3.5,120,1.1,132,41,94,96,104,113,52,83.33,23,0.000530929,41.20463627
3.5,120,1.1,132,41,95,97,105,113,53,84,23,0.000530929,40.75206076
3.5,120,1.1,132,41,95,97,105,115,53,84.33,23,0.000530929,40.53278504
3.5,120,1.1,132,41,96,98,106,115,53,84.83,23,0.000530929,40.205009
3.5,120,1.1,132,41,96,99,107,116,54,85.5,23,0.000530929,39.7740113
3.5,120,1.1,132,41,97,100,108,117,54,86.17,23,0.000530929,39.35215619
3.5,120,1.1,132,41,98,101,109,119,55,87.17,23,0.000530929,38.73890769
3.5,120,1.1,132,42,99,102,110,119,54,87.67,23,0.000530929,38.43939549
3.5,120,1.1,132,42,99,102,111,119,54,87.83,23,0.000530929,38.34452732
3.5,120,1.1,132,42,100,103,111,120,55,88.5,23,0.000530929,37.95230086
3.5,120,1.1,132,42,100,104,112,121,55,89,23,0.000530929,37.66478343
3.5,120,1.1,132,42,101,104,115,122,55,89.83,23,0.000530929,37.19700294
3.5,120,1.1,132,42,101,105,113,124,56,90.17,23,0.000530929,37.00871976
3.5,120,1.1,132,42,102,105,114,123,55,90.17,23,0.000530929,37.00871976
3.5,120,1.1,132,42,102,106,114,123,56,90.5,23,0.000530929,36.82778824
3.5,140,1.2,168,42,100,105,114,122,56,89.83,23,0.000530929,47.3416401
3.5,140,1.2,168,42,102,106,116,124,56,91,23,0.000530929,46.52708541
3.5,140,1.2,168,42,104,108,118,126,56,92.33,23,0.000530929,45.63452774
3.5,140,1.2,168,42,105,109,118,128,56,93,23,0.000530929,45.19774011
3.5,140,1.2,168,42,106,109,119,129,58,93.83,23,0.000530929,44.66810402
3.5,140,1.2,168,43,108,111,121,131,57,95.17,23,0.000530929,43.8387392
3.5,140,1.2,168,42,108,112,122,132,57,95.5,23,0.000530929,43.63919735
3.5,140,1.2,168,42,110,113,122,133,59,96.5,23,0.000530929,43.04546677
3.5,140,1.2,168,43,111,114,124,136,58,97.67,23,0.000530929,42.37098979
3.5,140,1.2,168,43,112,115,125,135,58,98,23,0.000530929,42.18455744
3.5,140,1.2,168,43,112,115,125,136,58,98.17,23,0.000530929,42.08915535
3.5,140,1.2,168,43,113,116,126,138,60,99.33,23,0.000530929,41.4495193
3.5,140,1.2,168,43,114,117,127,137,59,99.5,23,0.000530929,41.35740925
3.5,140,1.2,168,43,114,117,127,140,59,100,23,0.000530929,41.08885465
3.5,140,1.2,168,43,115,118,130,140,60,101,23,0.000530929,40.56207446
3.5,140,1.2,168,42,116,119,130,140,60,101.17,23,0.000530929,40.4738622
3.5,140,1.2,168,43,116,119,130,141,60,101.5,23,0.000530929,40.3037173
3.5,140,1.2,168,43,117,120,131,142,60,102.17,23,0.000530929,39.96263494
3.5,140,1.2,168,43,117,121,131,142,61,102.5,23,0.000530929,39.7967523
3.5,140,1.2,168,44,118,122,132,143,60,103.17,23,0.000530929,39.46416126
3.5,140,1.2,168,44,118,120,133,144,61,103.33,23,0.000530929,39.38555718
3.5,140,1.2,168,44,119,123,133,144,61,104,23,0.000530929,39.05977541
3.5,140,1.2,168,44,119,123,134,145,61,104.33,23,0.000530929,38.90128867
3.5,140,1.2,168,44,120,124,134,146,61,104.83,23,0.000530929,38.66359291
3.5,140,1.2,168,44,120,124,135,146,61,105,23,0.000530929,38.58343668
3.5,160,1.3,208,40,103,107,108,126,50,89,23,0.000530929,59.35056783
3.5,160,1.3,208,40,104,100,102,110,51,84.5,23,0.000530929,63.6932923
3.5,160,1.3,208,41,107,103,112,129,51,90.5,23,0.000530929,58.03166632
3.5,160,1.3,208,40,108,104,113,131,51,91.17,23,0.000530929,57.46130962
3.5,160,1.3,208,40,108,105,114,133,52,92,23,0.000530929,56.77010835
3.5,160,1.3,208,41,110,107,115,134,52,93.17,23,0.000530929,55.82353536
3.5,160,1.3,208,41,111,108,117,138,53,94.67,23,0.000530929,54.65519013
3.5,160,1.3,208,41,112,109,118,139,54,95.5,23,0.000530929,54.02948243
3.5,160,1.3,208,41,113,111,120,140,53,96.33,23,0.000530929,53.41793913
3.5,160,1.3,208,41,113,112,122,143,54,97.5,23,0.000530929,52.57902653
3.5,160,1.3,208,41,114,113,122,142,54,97.67,23,0.000530929,52.4593207
3.5,160,1.3,208,41,115,114,123,143,54,98.33,23,0.000530929,51.999701
3.5,160,1.3,208,41,116,115,124,146,55,99.5,23,0.000530929,51.20441146
3.5,160,1.3,208,42,117,116,126,146,55,100.33,23,0.000530929,50.65482318
3.5,160,1.3,208,42,117,117,127,147,57,101.17,23,0.000530929,50.11049605
3.5,160,1.3,208,42,118,118,128,148,55,101.5,23,0.000530929,49.89984046
3.5,160,1.3,208,42,119,119,129,150,56,102.5,23,0.000530929,49.27216952
3.5,160,1.3,208,42,120,120,130,150,56,103,23,0.000530929,48.96421846
3.5,160,1.3,208,42,120,121,130,151,56,103.33,23,0.000530929,48.76307079
3.5,160,1.3,208,42,121,122,131,153,56,104.17,23,0.000530929,48.25843879
3.5,160,1.3,208,42,121,122,132,153,57,104.5,23,0.000530929,48.06303652
3.5,160,1.3,208,42,123,123,133,154,57,105.33,23,0.000530929,47.57849479
3.5,160,1.3,208,42,122,123,133,156,57,105.5,23,0.000530929,47.48045426
3.5,160,1.3,208,42,123,124,134,155,57,105.83,23,0.000530929,47.2912891
