Velocity,Voltage,Current,Q,T1,T2,T3,T4,T5,T6,Ts,Ta,A,h
3.5,160,1.3,208,42,123,124,135,156,57,106.17,23,0.000530929,47.09796172
3.5,180,1.45,261,41,98,101,112,123,53,88,23,0.000530929,75.61929596
3.5,180,1.45,261,41,101,103,114,126,53,89.67,23,0.000530929,73.7251273
3.5,180,1.45,261,41,104,105,117,130,54,91.83,23,0.000530929,71.41151006
3.5,180,1.45,261,41,107,108,119,135,55,94.17,23,0.000530929,69.06356944
3.5,180,1.45,261,42,111,110,112,136,56,94.5,23,0.000530929,68.74481451
3.5,180,1.45,261,42,113,120,125,140,57,99.5,23,0.000530929,64.25168938
3.5,180,1.45,261,42,116,115,127,145,57,100.33,23,0.000530929,63.56206178
3.5,180,1.45,261,43,120,118,130,146,58,102.5,23,0.000530929,61.82709732
3.5,180,1.45,261,43,121,119,131,149,59,103.67,23,0.000530929,60.93038598
3.5,180,1.45,261,43,124,122,134,150,60,105.5,23,0.000530929,59.57883924
3.5,180,1.45,261,44,126,124,136,153,59,107,23,0.000530929,58.5149314
3.5,180,1.45,261,44,128,126,138,155,61,108.67,23,0.000530929,57.37427614
3.5,180,1.45,261,44,130,128,143,159,61,110.83,23,0.000530929,55.96327265
3.5,180,1.45,261,44,132,131,143,160,63,112.17,23,0.000530929,55.12228594
3.5,180,1.45,261,45,134,132,145,162,63,113.5,23,0.000530929,54.31220152
3.5,180,1.45,261,45,136,134,147,165,62,114.83,23,0.000530929,53.52558246
3.5,180,1.45,261,44,138,136,149,157,63,114.5,23,0.000530929,53.71862554
3.5,180,1.45,261,45,138,137,150,168,64,117,23,0.000530929,52.28993869
3.5,180,1.45,261,45,140,139,152,170,66,118.67,23,0.000530929,51.37717401
3.5,180,1.45,261,46,142,141,154,172,64,119.83,23,0.000530929,50.76168788
3.5,180,1.45,261,46,143,143,156,175,65,121.33,23,0.000530929,49.9873308
3.5,180,1.45,261,46,144,144,158,175,66,122.17,23,0.000530929,49.56392293
3.5,180,1.45,261,46,146,146,160,176,66,123.33,23,0.000530929,48.99087249
3.5,180,1.45,261,46,146,146,160,178,66,123.67,23,0.000530929,48.82541211
3.5,180,1.45,261,46,147,147,161,179,67,124.5,23,0.000530929,48.42615012
3.5,200,1.6,320,40,150,146,159,187,62,124,23,0.000530929,59.66698365
3.5,200,1.6,320,41,153,148,161,189,62,125.67,23,0.000530929,58.69645805
3.5,200,1.6,320,41,154,152,164,192,63,127.67,23,0.000530929,57.5749054
3.5,200,1.6,320,42,157,154,167,194,63,129.5,23,0.000530929,56.58559013
3.5,200,1.6,320,42,157,155,168,195,63,130,23,0.000530929,56.32117148
3.5,200,1.6,320,42,158,156,169,196,63,130.67,23,0.000530929,55.97070074
3.5,200,1.6,320,42,159,157,170,198,65,131.83,23,0.000530929,55.37411879
3.5,200,1.6,320,43,160,158,172,199,64,132.67,23,0.000530929,54.9499895
3.5,200,1.6,320,43,161,160,173,201,65,133.83,23,0.000530929,54.37485652
3.5,200,1.6,320,44,162,161,174,203,65,134.83,23,0.000530929,53.88862871
3.5,200,1.6,320,43,163,162,176,204,65,135.5,23,0.000530929,53.56769199
3.5,200,1.6,320,43,163,162,177,205,66,136,23,0.000530929,53.3306668
3.5,200,1.6,320,43,164,163,178,205,65,136.33,23,0.000530929,53.17537588
3.5,200,1.6,320,43,165,164,179,207,66,137.33,23,0.000530929,52.71027157
3.5,200,1.6,320,44,166,166,180,209,67,138.67,23,0.000530929,52.09963991
3.5,200,1.6,320,44,167,167,181,211,68,139.67,23,0.000530929,51.65308433
3.5,200,1.6,320,44,168,168,183,211,67,140.17,23,0.000530929,51.43266492
3.5,200,1.6,320,44,169,170,184,212,68,141.17,23,0.000530929,50.99742192
3.5,200,1.6,320,44,169,170,185,213,69,141.67,23,0.000530929,50.78255118
3.5,200,1.6,320,44,169,171,186,214,69,142.17,23,0.000530929,50.5694835
3.5,200,1.6,320,44,170,171,187,216,70,143,23,0.000530929,50.21971124
3.5,200,1.6,320,44,170,172,188,215,69,143,23,0.000530929,50.21971124
3.5,200,1.6,320,44,171,172,188,216,69,143.33,23,0.000530929,50.08198578
3.5,200,1.6,320,44,171,173,189,216,69,143.67,23,0.000530929,49.94087469
3.5,200,1.6,320,44,172,174,190,218,70,144.67,23,0.000530929,49.53041299
4,60,0.65,39,37,53,57,60,62,40,51.5,23,0.000530929,25.77064129
4,60,0.65,39,37,54,57,60,62,40,51.67,23,0.000530929,25.61783316
4,60,0.65,39,37,55,57,61,62,40,52,23,0.000530929,25.32631989
4,60,0.65,39,37,55,57,59,62,41,51.83,23,0.000530929,25.47565997
4,60,0.65,39,37,55,57,60,62,40,51.83,23,0.000530929,25.47565997
4,60,0.65,39,37,55,57,60,62,40,51.83,23,0.000530929,25.47565997
4,60,0.65,39,37,55,57,60,63,40,52,23,0.000530929,25.32631989
4,60,0.65,39,37,55,57,60,63,40,52,23,0.000530929,25.32631989
4,60,0.65,39,37,55,57,60,62,40,51.83,23,0.000530929,25.47565997
4,60,0.65,39,37,55,57,60,62,40,51.83,23,0.000530929,25.47565997
4,60,0.65,39,37,54,56,58,61,40,51,23,0.000530929,26.23083132
4,60,0.65,39,37,54,56,58,61,41,51.17,23,0.000530929,26.07253379
4,60,0.65,39,37,54,56,58,61,40,51,23,0.000530929,26.23083132
4,60,0.65,39,37,54,56,58,60,41,51,23,0.000530929,26.23083132
4,60,0.65,39,37,54,56,58,60,40,50.83,23,0.000530929,26.39106277
4,60,0.65,39,37,53,56,58,60,40,50.67,23,0.000530929,26.5436674
4,60,0.65,39,37,53,55,58,60,40,50.5,23,0.000530929,26.70775552
4,60,0.65,39,37,53,55,58,60,40,50.5,23,0.000530929,26.70775552
4,60,0.65,39,37,53,55,58,60,40,50.5,23,0.000530929,26.70775552
4,60,0.65,39,37,53,55,58,61,40,50.67,23,0.000530929,26.5436674
4,60,0.65,39,37,53,55,58,60,40,50.5,23,0.000530929,26.70775552
4,60,0.65,39,37,53,55,58,60,41,50.67,23,0.000530929,26.5436674
4,60,0.65,39,38,53,55,58,60,40,50.67,23,0.000530929,26.5436674
4,60,0.65,39,37,53,55,58,60,40,50.5,23,0.000530929,26.70775552
4,60,0.65,39,37,53,55,58,60,40,50.5,23,0.000530929,26.70775552
4,80,0.8,64,38,61,61,65,69,41,55.83,23,0.000530929,36.71255162
4,80,0.8,64,38,61,61,65,70,42,56.17,23,0.000530929,36.33623966
4,80,0.8,64,38,62,62,65,70,42,56.5,23,0.000530929,35.97830059
4,80,0.8,64,38,62,62,66,70,42,56.67,23,0.000530929,35.79664597
4,80,0.8,64,38,62,63,66,70,42,56.83,23,0.000530929,35.62734466
4,80,0.8,64,38,62,63,66,71,42,57,23,0.000530929,35.44920793
4,80,0.8,64,38,62,64,67,72,42,57.5,23,0.000530929,34.9354513
4,80,0.8,64,38,63,64,67,72,42,57.67,23,0.000530929,34.76414969
4,80,0.8,64,38,63,64,67,72,42,57.67,23,0.000530929,34.76414969
4,80,0.8,64,38,63,64,68,72,42,57.83,23,0.000530929,34.60445219
4,80,0.8,64,38,63,64,68,72,42,57.83,23,0.000530929,34.60445219
4,80,0.8,64,38,63,64,68,72,42,57.83,23,0.000530929,34.60445219
4,80,0.8,64,38,64,65,68,73,42,58.33,23,0.000530929,34.11472034
4,80,0.8,64,38,64,65,68,73,43,58.5,23,0.000530929,33.95135408
4,80,0.8,64,38,64,65,69,73,43,58.67,23,0.000530929,33.78954499
4,80,0.8,64,38,64,65,69,73,43,58.67,23,0.000530929,33.78954499
4,80,0.8,64,38,64,65,69,73,43,58.67,23,0.000530929,33.78954499
4,80,0.8,64,38,64,65,69,74,43,58.83,23,0.000530929,33.6386567
4,80,0.8,64,38,64,66,69,74,43,59,23,0.000530929,33.47980749
4,80,0.8,64,38,64,66,70,74,43,59.17,23,0.000530929,33.32245147
4,80,0.8,64,38,65,66,70,75,44,59.67,23,0.000530929,32.86809571
4,80,0.8,64,38,65,66,70,75,43,59.5,23,0.000530929,33.02117999
4,80,0.8,64,38,65,67,71,75,43,59.83,23,0.000530929,32.72530735
4,80,0.8,64,38,65,67,71,75,44,60,23,0.000530929,32.57494783
4,80,0.8,64,39,65,67,71,76,43,60.17,23,0.000530929,32.42596367
4,100,1,100,37,61,61,63,71,40,55.5,23,0.000530929,57.94582066
4,100,1,100,38,61,61,65,70,41,56,23,0.000530929,57.06785368
4,100,1,100,37,62,61,66,71,41,56.33,23,0.000530929,56.50282542
4,100,1,100,37,64,64,68,74,41,58,23,0.000530929,53.80683347
4,100,1,100,38,70,70,75,81,43,62.83,23,0.000530929,47.28192748
4,100,1,100,38,70,71,75,81,43,63,23,0.000530929,47.08097928
4,100,1,100,38,70,71,76,82,44,63.5,23,0.000530929,46.49973263
4,100,1,100,38,71,72,76,83,44,64,23,0.000530929,45.93266272
4,100,1,100,39,71,72,77,83,43,64.17,23,0.000530929,45.74299663
4,100,1,100,38,71,72,77,83,44,64.17,23,0.000530929,45.74299663
4,100,1,100,39,71,73,77,83,44,64.5,23,0.000530929,45.37925714
4,100,1,100,38,71,73,78,83,44,64.5,23,0.000530929,45.37925714
4,100,1,100,238,72,73,78,84,44,98.17,23,0.000530929,25.05306866
4,100,1,100,38,71,73,78,84,44,64.67,23,0.000530929,45.19412458
4,100,1,100,38,72,73,78,85,44,65,23,0.000530929,44.83902789
4,100,1,100,38,72,73,78,85,44,65,23,0.000530929,44.83902789
4,100,1,100,39,72,74,79,85,44,65.5,23,0.000530929,44.31150991
4,100,1,100,39,72,74,79,85,44,65.5,23,0.000530929,44.31150991
4,100,1,100,38,72,74,79,85,44,65.33,23,0.000530929,44.48946779
4,100,1,100,38,72,74,79,85,45,65.5,23,0.000530929,44.31150991
4,100,1,100,39,72,74,79,86,44,65.67,23,0.000530929,44.13497003
4,100,1,100,38,73,75,80,86,44,66,23,0.000530929,43.7962598
4,100,1,100,38,73,75,80,85,44,65.83,23,0.000530929,43.97009506
4,100,1,100,38,73,75,80,86,44,66,23,0.000530929,43.7962598
4,100,1,100,38,73,75,80,86,44,66,23,0.000530929,43.7962598
4,120,1.1,132,39,73,75,81,88,44,66.67,23,0.000530929,56.92410594
4,120,1.1,132,39,74,76,82,89,44,67.33,23,0.000530929,56.07660064
4,120,1.1,132,39,75,77,83,90,45,68.17,23,0.000530929,55.03377698
4,120,1.1,132,39,76,78,85,92,45,69.17,23,0.000530929,53.84179567
4,120,1.1,132,39,78,79,85,93,45,69.83,23,0.000530929,53.08297472
4,120,1.1,132,40,79,80,86,93,46,70.67,23,0.000530929,52.14759191
4,120,1.1,132,39,79,80,87,94,45,70.67,23,0.000530929,52.14759191
4,120,1.1,132,39,80,81,87,95,45,71.17,23,0.000530929,51.60630488
4,120,1.1,132,40,81,81,86,96,46,71.67,23,0.000530929,51.07613943
4,120,1.1,132,39,82,83,89,97,46,72.67,23,0.000530929,50.0478298
4,120,1.1,132,39,82,83,90,98,46,73,23,0.000530929,49.71751412
4,120,1.1,132,39,84,85,91,99,46,74,23,0.000530929,48.74266091
4,120,1.1,132,39,84,85,92,100,47,74.5,23,0.000530929,48.26943119
4,120,1.1,132,39,84,85,92,100,48,74.67,23,0.000530929,48.11061944
4,120,1.1,132,39,85,86,92,101,47,75,23,0.000530929,47.80530204
4,120,1.1,132,39,85,86,93,102,47,75.33,23,0.000530929,47.50383539
4,120,1.1,132,39,86,87,93,103,47,75.83,23,0.000530929,47.05424392
4,120,1.1,132,39,86,87,94,102,47,75.83,23,0.000530929,47.05424392
4,120,1.1,132,39,86,88,94,103,47,76.17,23,0.000530929,46.75335163
4,120,1.1,132,39,87,88,95,103,48,76.67,23,0.000530929,46.31778845
4,120,1.1,132,39,87,89,95,104,48,77,23,0.000530929,46.0347353
4,120,1.1,132,40,87,89,96,105,48,77.5,23,0.000530929,45.61239828
4,120,1.1,132,39,88,89,96,105,48,77.5,23,0.000530929,45.61239828
4,120,1.1,132,40,88,90,97,105,48,78,23,0.000530929,45.19774011
4,120,1.1,132,39,88,90,97,105,48,77.83,23,0.000530929,45.33787536
4,140,1.2,168,40,91,95,103,112,49,81.67,23,0.000530929,53.92605775
4,140,1.2,168,40,93,95,102,115,50,82.5,23,0.000530929,53.1738119
4,140,1.2,168,40,94,96,105,115,50,83.33,23,0.000530929,52.44226434
4,140,1.2,168,40,95,97,105,115,51,83.83,23,0.000530929,52.01120842
4,140,1.2,168,40,96,97,107,116,51,84.5,23,0.000530929,51.44458224
4,140,1.2,168,40,97,98,107,117,51,85,23,0.000530929,51.02970658
4,140,1.2,168,40,98,99,107,119,50,85.5,23,0.000530929,50.62146893
4,140,1.2,168,40,98,100,108,119,50,85.83,23,0.000530929,50.3555914
4,140,1.2,168,40,99,100,109,119,51,86.33,23,0.000530929,49.95802634
4,140,1.2,168,40,100,101,109,122,51,87.17,23,0.000530929,49.30406433
4,140,1.2,168,41,100,102,111,122,51,87.83,23,0.000530929,48.80212568
4,140,1.2,168,41,101,102,111,124,52,88.5,23,0.000530929,48.30292837
4,140,1.2,168,41,102,103,112,124,51,88.83,23,0.000530929,48.06079003
4,140,1.2,168,40,102,104,112,125,52,89.17,23,0.000530929,47.81384023
4,140,1.2,168,41,103,104,112,125,52,89.5,23,0.000530929,47.57656854
4,140,1.2,168,41,103,105,112,125,52,89.67,23,0.000530929,47.45525436
4,140,1.2,168,41,104,105,114,126,52,90.33,23,0.000530929,46.99007586
4,140,1.2,168,41,104,106,115,126,53,90.83,23,0.000530929,46.64369465
4,140,1.2,168,41,104,106,115,127,52,90.83,23,0.000530929,46.64369465
4,140,1.2,168,41,105,107,116,128,52,91.5,23,0.000530929,46.18747165
4,140,1.2,168,41,105,107,116,128,52,91.5,23,0.000530929,46.18747165
4,140,1.2,168,41,105,107,116,129,52,91.67,23,0.000530929,46.07312957
4,140,1.2,168,41,105,107,117,129,52,91.83,23,0.000530929,45.96602946
4,140,1.2,168,41,106,108,118,130,52,92.5,23,0.000530929,45.52290371
4,140,1.2,168,41,106,108,118,132,53,93,23,0.000530929,45.19774011
4,160,1.3,208,40,85,93,102,110,50,80,23,0.000530929,68.72171011
4,160,1.3,208,41,89,95,104,111,50,81.67,23,0.000530929,66.7655953
4,160,1.3,208,40,90,96,106,117,50,83.17,23,0.000530929,65.10117129
4,160,1.3,208,40,94,98,108,118,50,84.67,23,0.000530929,63.51771488
4,160,1.3,208,40,95,99,109,120,50,85.5,23,0.000530929,62.67419962
4,160,1.3,208,40,97,100,110,123,52,87,23,0.000530929,61.20527307
4,160,1.3,208,41,100,102,112,123,51,88.17,23,0.000530929,60.10645199
4,160,1.3,208,40,101,103,113,126,51,89,23,0.000530929,59.35056783
4,160,1.3,208,41,103,104,114,128,52,90.33,23,0.000530929,58.17818916
4,160,1.3,208,41,104,105,115,130,52,91.17,23,0.000530929,57.46130962
4,160,1.3,208,41,106,107,117,130,52,92.17,23,0.000530929,56.63058373
4,160,1.3,208,41,107,108,118,132,52,93,23,0.000530929,55.95910681
4,160,1.3,208,41,108,109,119,134,53,94,23,0.000530929,55.17095037
4,160,1.3,208,41,110,110,121,135,53,95,23,0.000530929,54.40468717
4,160,1.3,208,41,111,112,122,136,53,95.83,23,0.000530929,53.78466946
4,160,1.3,208,41,113,114,124,140,54,97.67,23,0.000530929,52.4593207
4,160,1.3,208,41,113,114,124,139,54,97.5,23,0.000530929,52.57902653
4,160,1.3,208,42,114,115,125,140,54,98.33,23,0.000530929,51.999701
4,160,1.3,208,41,115,118,126,141,54,99.17,23,0.000530929,51.42625018
4,160,1.3,208,41,115,116,127,141,54,99,23,0.000530929,51.54128258
4,160,1.3,208,41,116,117,127,143,54,99.67,23,0.000530929,51.09087618
4,160,1.3,208,42,116,118,128,143,55,100.33,23,0.000530929,50.65482318
4,160,1.3,208,42,117,119,129,144,55,101,23,0.000530929,50.21971124
4,160,1.3,208,42,118,119,130,145,55,101.5,23,0.000530929,49.89984046
4,160,1.3,208,42,118,120,130,146,56,102,23,0.000530929,49.58401869
4,180,1.45,261,40,97,100,111,121,50,86.5,23,0.000530929,77.40557854
4,180,1.45,261,40,101,103,113,125,51,88.83,23,0.000530929,74.66587023
4,180,1.45,261,40,106,106,116,130,51,91.5,23,0.000530929,71.75553631
4,180,1.45,261,40,107,107,118,132,52,92.67,23,0.000530929,70.55051295
4,180,1.45,261,40,109,109,120,138,53,94.83,23,0.000530929,68.42898841
4,180,1.45,261,41,111,114,125,141,53,97.5,23,0.000530929,65.97656694
4,180,1.45,261,41,116,115,126,144,54,99.33,23,0.000530929,64.39478891
4,180,1.45,261,41,118,117,128,145,54,100.5,23,0.000530929,63.42263532
4,180,1.45,261,41,120,118,130,150,54,102.17,23,0.000530929,62.08480785
4,180,1.45,261,42,122,121,132,151,55,103.83,23,0.000530929,60.80977653
4,180,1.45,261,42,124,122,135,154,56,105.5,23,0.000530929,59.57883924
4,180,1.45,261,42,125,124,137,154,56,106.33,23,0.000530929,58.98541026
4,180,1.45,261,42,128,127,139,157,57,108.33,23,0.000530929,57.60288571
4,180,1.45,261,42,129,128,140,158,57,109,23,0.000530929,57.15411904
4,180,1.45,261,42,130,129,141,159,57,109.67,23,0.000530929,56.71229073
4,180,1.45,261,42,131,130,142,160,58,110.5,23,0.000530929,56.17433414
4,180,1.45,261,42,133,133,145,165,58,112.67,23,0.000530929,54.81492402
4,180,1.45,261,43,134,134,146,165,58,113.33,23,0.000530929,54.41441644
4,180,1.45,261,43,135,135,147,167,59,114.33,23,0.000530929,53.81861642
4,180,1.45,261,43,136,136,149,168,59,115.17,23,0.000530929,53.32813537
4,180,1.45,261,43,137,137,150,168,59,115.67,23,0.000530929,53.04040398
4,180,1.45,261,43,138,138,150,170,59,116.33,23,0.000530929,52.66531916
4,180,1.45,261,43,138,139,151,170,60,116.83,23,0.000530929,52.38467694
4,180,1.45,261,43,139,104,152,171,60,111.5,23,0.000530929,55.5395959
4,180,1.45,261,43,140,140,153,172,60,118,23,0.000530929,51.73951829
4,200,1.6,320,40,115,114,125,152,54,100,23,0.000530929,78.26448504
4,200,1.6,320,40,115,114,125,152,54,100,23,0.000530929,78.26448504
4,200,1.6,320,41,120,118,129,157,55,103.33,23,0.000530929,75.02010891
4,200,1.6,320,41,122,120,132,157,55,104.5,23,0.000530929,73.94313311
4,200,1.6,320,41,124,122,135,160,55,106.17,23,0.000530929,72.45840265
4,200,1.6,320,41,129,126,138,169,57,110,23,0.000530929,69.26856722
4,200,1.6,320,42,132,129,141,172,58,112.33,23,0.000530929,67.46183083
4,200,1.6,320,42,133,130,143,174,58,113.33,23,0.000530929,66.71499334
4,200,1.6,320,42,135,132,142,176,59,114.33,23,0.000530929,65.98451055
4,200,1.6,320,42,137,134,147,176,58,115.67,23,0.000530929,65.03038036
4,200,1.6,320,42,138,136,149,180,60,117.5,23,0.000530929,63.77106189
4,200,1.6,320,43,140,137,150,180,59,118.17,23,0.000530929,63.32211147
4,200,1.6,320,42,141,138,152,181,60,119,23,0.000530929,62.77463905
4,200,1.6,320,42,142,140,153,183,60,120,23,0.000530929,62.12747782
4,200,1.6,320,43,143,141,155,186,60,121.33,23,0.000530929,61.28714887
4,200,1.6,320,43,145,142,156,187,61,122.33,23,0.000530929,60.67014345
4,200,1.6,320,43,146,144,158,191,62,124,23,0.000530929,59.66698365
4,200,1.6,320,43,148,146,160,191,62,125,23,0.000530929,59.08201322
4,200,1.6,320,43,149,147,161,192,62,125.67,23,0.000530929,58.69645805
4,200,1.6,320,44,150,148,163,193,62,126.67,23,0.000530929,58.13027248
4,200,1.6,320,44,151,150,164,195,63,127.83,23,0.000530929,57.48702994
4,200,1.6,320,44,152,151,165,196,63,128.5,23,0.000530929,57.12194643
4,200,1.6,320,44,153,152,167,197,62,129.17,23,0.000530929,56.76147074
4,200,1.6,320,44,153,153,168,198,63,129.83,23,0.000530929,56.41079611
4,200,1.6,320,44,154,154,169,199,63,130.5,23,0.000530929,56.05921254
